label,vectorMemory,reranker,adapter,index,dynamics,archiveBrains,archiveTracks,archiveObservations,trackLabel,cold,gen,popN,medCheckpoints,p90Checkpoints,maxCheckpoints,wallBumps,stillAlive,survival5s,survival10s,survivalEnd,bestFitness,bestLaps,bestLapMin,genSeconds
xfer-r1-rect,true,auto,sona,euclidean,false,0,0,0,Rectangle,true,0,1000,0,1,3,508,492,0.518,0.501,0.492,3,0,,15
xfer-r1-rect,true,auto,sona,euclidean,false,1,1,0,Rectangle,true,1,1000,0,1,3,236,764,0.801,0.774,0.764,4,1,12.23,15
xfer-r1-rect,true,auto,sona,euclidean,false,2,1,1,Rectangle,true,2,1000,0,1,3,262,738,0.779,0.748,0.738,4,1,11.52,15
xfer-r1-rect,true,auto,sona,euclidean,false,3,1,2,Rectangle,true,3,1000,0,1,3,269,731,0.779,0.749,0.731,4,1,11.27,15
xfer-r1-rect,true,auto,sona,euclidean,false,4,1,3,Rectangle,true,4,1000,0,1,3,294,706,0.741,0.713,0.706,4,1,12,15
xfer-r1-rect,true,auto,sona,euclidean,false,5,1,4,Rectangle,true,5,1000,0,1,3,373,627,0.678,0.646,0.627,4,1,11.63,15
xfer-r1-rect,true,auto,sona,euclidean,false,6,1,5,Rectangle,true,6,1000,0,1,3,343,657,0.718,0.675,0.657,4,1,11.52,15
xfer-r1-rect,true,auto,sona,euclidean,false,7,1,6,Rectangle,true,7,1000,0,1,3,336,664,0.706,0.679,0.664,4,1,11.67,15
xfer-r1-rect,true,auto,sona,euclidean,false,8,1,7,Rectangle,true,8,1000,0,1,3,393,607,0.659,0.619,0.607,4,1,11.77,15
xfer-r1-rect,true,auto,sona,euclidean,false,9,1,8,Rectangle,true,9,1000,0,1,3,376,624,0.68,0.635,0.624,4,1,11.53,15
xfer-r1-rect,true,auto,sona,euclidean,false,10,1,9,Rectangle,true,10,1000,0,1,3,378,622,0.678,0.633,0.622,4,1,11.75,15
xfer-r1-rect,true,auto,sona,euclidean,false,11,1,10,Rectangle,true,11,1000,0,1,3,401,599,0.657,0.614,0.599,4,1,10.88,15
xfer-r1-rect,true,auto,sona,euclidean,false,12,1,11,Rectangle,true,12,1000,0,1,3,395,605,0.659,0.62,0.605,4,1,11.02,15
xfer-r1-rect,true,auto,sona,euclidean,false,13,1,11,Rectangle,true,13,1000,0,1,3,405,595,0.638,0.602,0.595,4,1,11.3,15
xfer-r1-rect,true,auto,sona,euclidean,false,14,1,13,Rectangle,true,14,1000,0,1,3,399,601,0.647,0.613,0.601,4,1,10.77,15
xfer-r1-rect,true,auto,sona,euclidean,false,15,1,14,Rectangle,true,15,1000,0,1,3,381,619,0.67,0.633,0.619,4,1,10.83,15
xfer-r1-rect,true,auto,sona,euclidean,false,16,1,15,Rectangle,true,16,1000,0,1,3,412,588,0.649,0.6,0.588,4,1,11.52,15
xfer-r1-rect,true,auto,sona,euclidean,false,17,1,16,Rectangle,true,17,1000,0,1,3,433,567,0.618,0.583,0.567,4,1,11.35,15
xfer-r1-rect,true,auto,sona,euclidean,false,18,1,16,Rectangle,true,18,1000,0,1,3,440,560,0.613,0.568,0.56,4,1,12.25,15
xfer-r1-rect,true,auto,sona,euclidean,false,19,1,18,Rectangle,true,19,1000,0,1,3,414,586,0.636,0.596,0.586,4,1,10.32,15
xfer-r1-rect,true,auto,sona,euclidean,false,20,1,19,Rectangle,true,20,1000,0,1,3,390,610,0.657,0.622,0.61,4,1,11.02,15
xfer-r1-rect,true,auto,sona,euclidean,false,21,1,19,Rectangle,true,21,1000,0,1,3,405,595,0.652,0.607,0.595,4,1,9.9,15
xfer-r1-rect,true,auto,sona,euclidean,false,22,1,20,Rectangle,true,22,1000,0,1,3,456,544,0.617,0.562,0.544,4,1,10.73,15
xfer-r1-rect,true,auto,sona,euclidean,false,23,1,21,Rectangle,true,23,1000,0,1,3,406,594,0.644,0.604,0.594,4,1,10.97,15
xfer-r1-rect,true,auto,sona,euclidean,false,24,1,23,Rectangle,true,24,1000,0,1,3,397,603,0.651,0.615,0.603,4,1,11.37,15
xfer-r1-rect,true,auto,sona,euclidean,false,25,1,23,Rectangle,true,25,1000,0,1,3,489,511,0.567,0.52,0.511,4,1,12.27,15
xfer-r1-rect,true,auto,sona,euclidean,false,26,1,23,Rectangle,true,26,1000,0,1,3,422,578,0.633,0.587,0.578,4,1,11.17,15
xfer-r1-rect,true,auto,sona,euclidean,false,27,1,24,Rectangle,true,27,1000,0,1,3,423,577,0.63,0.592,0.577,4,1,10.67,15
xfer-r1-rect,true,auto,sona,euclidean,false,28,1,25,Rectangle,true,28,1000,0,1,3,397,603,0.652,0.612,0.603,4,1,11.38,15
xfer-r1-rect,true,auto,sona,euclidean,false,29,1,25,Rectangle,true,29,1000,0,1,3,393,607,0.662,0.624,0.607,4,1,11.73,15
